community,plot,number,species,family,dbh,height,ba
MDF,15,465,Lagerstroemia_duperreana,Lythraceae,29.62,19,689.0646804
DDF,6,3154,Wendlandia_tinctoria,Rubiaceae,5.73,5.5,25.78689936
DEF,7,133,Rothmannia_sootepensis,Rubiaceae,1.59,2.5,1.985565097
DDF,4,2213,Shorea_siamensis,Dipterocarpaceae ,3.82,2.5,11.46084416
DDF,4,2459,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,2,7.942260388
DDF,5,2964,Tristaniopsis_burmanica,Myrtaceae,1.59,2,1.985565097
DDF,2,623,Aporosa_villosa,Phyllanthaceae,5.1,6,20.42820623
DEF,12,2042,Ixora_cibdela,Rubiaceae,1.75,3,2.405281875
DDF,3,1395,Shorea_obtusa,Dipterocarpaceae ,6.05,6,28.74753628
DEF,10,1316,Dipterocarpus_turbinatus,Dipterocarpaceae ,70.06,38,3855.051173
DEF,10,1081,Castanopsis_acuminatissima,Fagaceae,0.96,2.5,0.723822947
DEF,10,1166,Pittosporopsis_kerrii,Icacinaceae,1.27,2,1.266768698
DEF,10,1318,Garcinia_merguensis,Clusiaceae,0.96,2,0.723822947
DEF,11,1457,Phoebe_lanceolata,Lauraceae,0.96,1.7,0.723822947
DEF,12,1988,Rothmannia_sootepensis,Rubiaceae,2.23,4,3.905706527
DDF,4,1936,Aporosa_villosa,Phyllanthaceae,7.32,4,42.08351855
DDF,5,2924,Wendlandia_tinctoria,Rubiaceae,5.41,6,22.98711199
DDF,4,2064,Shorea_obtusa,Dipterocarpaceae ,6.69,3,35.15135874
DDF,3,1306,Canarium_subulatum,Burseraceae,11.78,9,108.9884465
MDF,18,1042,Antidesma_acidum,Phyllanthaceae,1.59,2,1.985565097
DDF,6,3246,Tristaniopsis_burmanica,Myrtaceae,2.23,3,3.905706527
DEF,11,1482,Phoebe_lanceolata,Lauraceae,1.27,3.5,1.266768698
DEF,10,1218,Eriobotrya_bengalensis,Rosaceae,1.91,5,2.86521104
DDF,4,2071,Shorea_siamensis,Dipterocarpaceae ,4.14,4,13.46141036
DDF,2,820,Dipterocarpus_obtusifolius,Dipterocarpaceae ,2.55,2.5,5.107051557
DDF,5,2919,Wendlandia_tinctoria,Rubiaceae,6.37,7,31.86902274
DDF,2,539,Quercus_kerrii,Fagaceae,7.01,6,38.59454429
MDF,14,291,Lagerstroemia_duperreana,Lythraceae,30.57,15,733.9741401
DEF,7,107,Colona_flagrocarpa,Tiliaceae,1.27,2,1.266768698
DEF,8,585,Clerodendrum_serratum,Verbenaceae,2.23,3,3.905706527
DEF,9,872,Phoebe_lanceolata,Lauraceae,4.46,5,15.62282611
DDF,4,2135,Shorea_siamensis,Dipterocarpaceae ,5.41,6,22.98711199
MDF,16,642,Antidesma_acidum,Phyllanthaceae,3.03,4,7.210661998
DEF,12,1877,Canarium_subulatum,Burseraceae,10.19,7,81.55268223
DEF,7,122,Xylia_xylocarpa,Fabaceae,34.71,20,946.2352194
DDF,2,957,Lithocarpus_polystachyus,Fagaceae,1.27,3.5,1.266768698
MDF,16,569,Artocarpus_gomezianus,Moraceae,1.59,4,1.985565097
DDF,1,416,Catunaregam_spathulifolia,Rubiaceae,3.82,3,11.46084416
MDF,15,461,Millettia_kangensis,Fabaceae,20.7,18,336.535259
DDF,5,2793,Anneslea_fragrans,Theaceae,30.25,11,718.6884069
MDF,16,720,Antidesma_acidum,Phyllanthaceae,0.96,2,0.723822947
DEF,11,1712,Cryptocarya_pallens,Lauraceae,3.82,4,11.46084416
DDF,5,2641,Syzygium_cumini,Myrtaceae,27.07,8,575.5279146
DDF,5,2813,Wendlandia_tinctoria,Rubiaceae,3.5,5,9.621127502
DDF,6,3061,Schima_wallichii,Theaceae,0.64,2.5,0.321699088
DDF,5,2934,Semecarpus_anacardium,Anacardiaceae,30.25,19,718.6884069
DDF,4,2069,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.73,5,25.78689936
DEF,9,867,Lithocarpus_fenestus,Fagaceae,8.92,9,62.49130443
MDF,13,85,Vitex_peduncularis,Verbenaceae,15.29,16,183.6136028
DDF,4,2484,Gluta_usitata,Anacardiaceae,2.55,3,5.107051557
DDF,6,3428,Dalbergia_cultrata,Fabaceae,2.23,3.5,3.905706527
DDF,5,2918,Quercus_brandisiana,Fagaceae,5.73,3.5,25.78689936
DEF,10,958,Psychotria_sp.,Rubiaceae,1.27,3,1.266768698
DEF,10,1298,Syzygium_albiflorum,Myrtaceae,2.23,3,3.905706527
DEF,9,627,Viburnum_inopinatum,Adoxaceae,3.82,3,11.46084416
DDF,5,2895,Quercus_kingiana,Fagaceae,2.23,3,3.905706527
DEF,10,1197,Castanopsis_acuminatissima,Fagaceae,1.27,4,1.266768698
DDF,2,1218,Tristaniopsis_burmanica,Myrtaceae,4.46,5,15.62282611
DDF,6,3410,Helicia_nilagirica,Proteaceae,1.27,2,1.266768698
DEF,7,38,Tarennoidea_wallichii,Rubiaceae,5.1,2,20.42820623
DEF,7,74,Glochidion_sphaerogynum,Phyllanthaceae,1.91,3,2.86521104
DDF,2,740,Tristaniopsis_burmanica,Myrtaceae,1.91,3,2.86521104
DEF,8,459,Tarennoidea_wallichii,Rubiaceae,2.23,2,3.905706527
DDF,1,390,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,2.5,9.621127502
DDF,3,1537,Shorea_obtusa,Dipterocarpaceae ,2.87,4,6.469246132
DDF,4,2426,Shorea_siamensis,Dipterocarpaceae ,4.14,4,13.46141036
DDF,4,2487,Shorea_siamensis,Dipterocarpaceae ,8.28,6,53.84564145
DDF,2,728,Tristaniopsis_burmanica,Myrtaceae,2.87,4,6.469246132
DDF,2,730,Tristaniopsis_burmanica,Myrtaceae,2.23,4,3.905706527
DEF,7,384,Tarennoidea_wallichii,Rubiaceae,0.96,1.8,0.723822947
DDF,3,1343,Diospyros_ehretioides,Ebenaceae,5.41,7,22.98711199
DDF,4,2372,Shorea_obtusa,Dipterocarpaceae ,14.33,15,161.2806489
DDF,2,698,Tristaniopsis_burmanica,Myrtaceae,1.91,2,2.86521104
MDF,14,329,Alangium_salviifolium,Cornaceae,6.05,5,28.74753628
DEF,10,1372,Dolichandrone_columnaris,Bignoniaceae,5.1,5,20.42820623
DEF,11,1606,Olea_salicifolia,Oleaceae,1.91,5,2.86521104
DDF,4,2193,Shorea_siamensis,Dipterocarpaceae ,3.82,3,11.46084416
MDF,15,453,Tectona_grandis,Lamiaceae,24.2,17,459.9605804
DDF,1,207,Aporosa_villosa,Phyllanthaceae,4.78,5,17.9450914
DEF,11,1467,Castanopsis_calathiformis,Fagaceae,1.91,3,2.86521104
DDF,2,1181,Dipterocarpus_obtusifolius,Dipterocarpaceae ,4.46,4,15.62282611
DDF,4,2439,Gluta_usitata,Anacardiaceae,3.82,3,11.46084416
MDF,13,134,Pterocarpus_macrocarpus,Fabaceae,19.11,20,286.8212046
DDF,4,1988,Shorea_obtusa,Dipterocarpaceae ,10.83,9,92.11848665
DDF,3,1288,Shorea_siamensis,Dipterocarpaceae ,9.55,11,71.630276
MDF,13,79,Terminalia_mucronata,Combretaceae,11.46,16,103.1475974
DDF,3,1266,Shorea_obtusa,Dipterocarpaceae ,5.1,4.5,20.42820623
DEF,10,1064,Castanopsis_acuminatissima,Fagaceae,3.18,5,7.942260388
DEF,12,2256,Clausena_excavata,Rutaceae,1.59,3,1.985565097
DEF,12,1854,Wendlandia_tinctoria,Rubiaceae,8.6,6,58.08804816
DDF,4,1982,Tristaniopsis_burmanica,Myrtaceae,2.55,2.5,5.107051557
DDF,2,805,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,3,11.46084416
MDF,17,892,Irvingia_malayana,Irvingiaceae,25.48,17,509.9043638
DDF,4,2285,Shorea_siamensis,Dipterocarpaceae ,4.14,3,13.46141036
MDF,16,846,Terminalia_mucronata,Combretaceae,1.91,2.5,2.86521104
DEF,10,1115,Eriobotrya_bengalensis,Rosaceae,3.18,5,7.942260388
DDF,1,69,Shorea_obtusa,Dipterocarpaceae ,7.96,8,49.76408427
DDF,6,3387,Quercus_kingiana,Fagaceae,1.27,2,1.266768698
DDF,4,1986,Tristaniopsis_burmanica,Myrtaceae,4.78,5,17.9450914
DDF,4,2275,Catunaregam_spathulifolia,Rubiaceae,2.55,2,5.107051557
DEF,7,168,Lithocarpus_fenestus,Fagaceae,14.65,15,168.5641173
DDF,2,515,Shorea_obtusa,Dipterocarpaceae ,15.92,8,199.0563371
DEF,8,549,Gmelina_arborea,Lamiaceae,16.56,25,215.3825658
DDF,4,2084,Shorea_siamensis,Dipterocarpaceae ,3.82,2,11.46084416
DDF,6,3066,Dalbergia_cana,Fabaceae,1.59,2.5,1.985565097
DDF,4,2278,Shorea_siamensis,Dipterocarpaceae ,3.82,5,11.46084416
DDF,1,179,Dipterocarpus_tuberculatus,Dipterocarpaceae ,5.41,3,22.98711199
DDF,4,2494,Shorea_siamensis,Dipterocarpaceae ,7.64,6,45.84337664
DDF,3,1304,Craibiodendron_stellatum,Ericaceae,7.96,4.5,49.76408427
DEF,11,1568,Phoebe_lanceolata,Lauraceae,1.43,3,1.606060704
DDF,1,270,Garcinia_cowa,Clusiaceae,3.82,2,11.46084416
DDF,3,1717,Tristaniopsis_burmanica,Myrtaceae,3.18,5,7.942260388
DDF,1,32,Shorea_obtusa,Dipterocarpaceae ,10.51,7,86.75515967
DDF,1,307,Buchanania_lanzan,Anacardiaceae,4.46,5,15.62282611
DDF,1,364,Vitex_peduncularis,Verbenaceae,3.82,4,11.46084416
MDF,16,589,Lagerstroemia_duperreana,Lythraceae,1.91,3,2.86521104
DDF,1,450,Canarium_subulatum,Burseraceae,1.91,2.5,2.86521104
DDF,4,2425,Shorea_obtusa,Dipterocarpaceae ,3.82,3,11.46084416
DEF,12,1967,Syzygium_albiflorum,Myrtaceae,4.78,6,17.9450914
DDF,4,2231,Shorea_siamensis,Dipterocarpaceae ,3.34,2,8.761587752
DDF,5,2668,Dipterocarpus_tuberculatus,Dipterocarpaceae ,15.29,13,183.6136028
DEF,8,443,Vitex_peduncularis,Verbenaceae,15.92,11,199.0563371
DDF,1,284,Tristaniopsis_burmanica,Myrtaceae,3.5,7,9.621127502
DDF,1,10,Shorea_siamensis,Dipterocarpaceae ,16.24,8,207.1390267
DDF,4,2507,Garcinia_cowa,Clusiaceae,3.18,2.5,7.942260388
MDF,13,133,Dalbergia_cultrata,Fabaceae,5.1,5,20.42820623
MDF,15,555,Lagerstroemia_duperreana,Lythraceae,1.59,3.5,1.985565097
DDF,4,2334,Quercus_kerrii,Fagaceae,10.19,6,81.55268223
DDF,5,2866,Tristaniopsis_burmanica,Myrtaceae,0.96,2,0.723822947
MDF,16,562,Dipterocarpus_tuberculatus,Dipterocarpaceae ,21.97,12,379.0966924
DEF,10,1028,Psychotria_sp.,Rubiaceae,1.59,2.5,1.985565097
DDF,4,2109,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,3,11.46084416
DEF,7,273,Rapanea_yunnanensis,Primulaceae,0.96,1.6,0.723822947
DDF,2,836,Craibiodendron_stellatum,Ericaceae,2.23,4,3.905706527
DEF,10,1063,Semecarpus_cochinchinensis,Anacardiaceae,3.82,5,11.46084416
DDF,6,3424,Castanopsis_diversifolia,Fagaceae,6.69,6,35.15135874
DDF,5,2779,Aporosa_villosa,Phyllanthaceae,10.19,3.5,81.55268223
DDF,5,2694,Aporosa_villosa,Phyllanthaceae,7.64,5,45.84337664
DDF,3,1908,Tristaniopsis_burmanica,Myrtaceae,2.87,5,6.469246132
MDF,17,943,Xylia_xylocarpa,Fabaceae,20.38,15,326.2107289
DDF,2,1179,Buchanania_lanzan,Anacardiaceae,4.14,2.5,13.46141036
DEF,10,1165,Castanopsis_diversifolia,Fagaceae,0.96,2,0.723822947
MDF,17,906,Gardenia_sootepensis,Rubiaceae,14.97,9,176.0084353
DDF,3,1558,Tristaniopsis_burmanica,Myrtaceae,2.55,5,5.107051557
MDF,14,250,Alangium_salviifolium,Cornaceae,8.92,8,62.49130443
DDF,2,561,Gardenia_obtusifolia,Rubiaceae,6.05,4,28.74753628
DEF,7,197,Colona_flagrocarpa,Tiliaceae,1.27,2,1.266768698
DDF,2,531,Dipterocarpus_obtusifolius,Dipterocarpaceae ,8.28,6,53.84564145
DEF,11,1535,Eriobotrya_bengalensis,Rosaceae,0.96,2,0.723822947
DDF,2,810,Shorea_siamensis,Dipterocarpaceae ,2.23,2,3.905706527
MDF,14,331,Lagerstroemia_duperreana,Lythraceae,18.79,17,277.2958957
DDF,1,437,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,2.5,13.46141036
DDF,6,3479,Monosis_volkameriifolia,Asteraceae,1.59,3,1.985565097
MDF,14,352,Vitex_pinnata,Verbenaceae,1.91,4,2.86521104
DEF,12,2258,Beilschmiedia_gammieana,Lauraceae,4.78,7,17.9450914
DEF,11,1621,Garcinia_mckeaniana,Clusiaceae,0.64,2,0.321699088
DEF,12,2337,Rothmannia_sootepensis,Rubiaceae,2.23,3.5,3.905706527
DEF,12,2202,Lithocarpus_polystachyus,Fagaceae,22.29,15,390.2204436
MDF,13,18,Tectona_grandis,Lamiaceae,15.29,16,183.6136028
DEF,9,648,Ixora_cibdela,Rubiaceae,1.59,2,1.985565097
MDF,15,457,Millettia_kangensis,Fabaceae,53.5,20,2248.005893
DDF,2,714,Craibiodendron_stellatum,Ericaceae,3.5,2.5,9.621127502
MDF,17,944,Tectona_grandis,Lamiaceae,20.7,15,336.535259
MDF,18,1038,Lagerstroemia_duperreana,Lythraceae,8.92,8,62.49130443
DDF,2,1105,Buchanania_lanzan,Anacardiaceae,3.5,2.5,9.621127502
DEF,7,289,Castanopsis_argentea,Fagaceae,2.23,4,3.905706527
DDF,6,3020,Lithocarpus_polystachyus,Fagaceae,1.59,2,1.985565097
DDF,3,1906,Tristaniopsis_burmanica,Myrtaceae,3.5,4,9.621127502
DDF,5,2884,Lithocarpus_polystachyus,Fagaceae,20.06,8,316.0470484
DEF,9,652,Lithocarpus_fenestus,Fagaceae,5.1,5,20.42820623
DEF,7,298,Lithocarpus_fenestus,Fagaceae,4.46,4,15.62282611
DEF,8,505,Antidesma_sp.,Phyllanthaceae,3.18,3,7.942260388
DEF,10,1224,Castanopsis_acuminatissima,Fagaceae,1.27,4,1.266768698
DDF,3,1389,Dipterocarpus_obtusifolius,Dipterocarpaceae ,21.66,22,368.4739466
DDF,4,2441,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,2,13.46141036
DDF,2,1160,Tristaniopsis_burmanica,Myrtaceae,2.87,3.5,6.469246132
DDF,2,743,Tristaniopsis_burmanica,Myrtaceae,2.23,5,3.905706527
DEF,11,1736,Cryptocarya_pallens,Lauraceae,1.91,4,2.86521104
DEF,12,2103,Lithocarpus_fenestus,Fagaceae,15.29,15,183.6136028
MDF,16,636,Xylia_xylocarpa,Fabaceae,7.64,6,45.84337664
DEF,9,773,Ixora_cibdela,Rubiaceae,2.23,2,3.905706527
DDF,5,2644,Wendlandia_tinctoria,Rubiaceae,1.59,3,1.985565097
DEF,12,2267,Lithocarpus_fenestus,Fagaceae,2.23,4,3.905706527
DDF,4,2515,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.82,2.5,11.46084416
DEF,10,1066,Castanopsis_acuminatissima,Fagaceae,2.23,3,3.905706527
MDF,13,35,Canarium_subulatum,Burseraceae,21.97,15,379.0966924
MDF,13,16,Xylia_xylocarpa,Fabaceae,9.87,12,76.51105434
DDF,2,931,Quercus_kerrii,Fagaceae,1.59,1.5,1.985565097
DEF,10,1065,Phoebe_lanceolata,Lauraceae,2.55,4,5.107051557
DEF,12,2080,Elaeocarpus_sphaericus,Elaeocarpaceae,1.59,3,1.985565097
DDF,2,628,Anneslea_fragrans,Theaceae,5.73,5,25.78689936
DEF,9,823,Cryptocarya_pallens,Lauraceae,4.78,4,17.9450914
DEF,12,2181,Castanopsis_armata,Fagaceae,2.87,3,6.469246132
DDF,2,851,Dipterocarpus_obtusifolius,Dipterocarpaceae ,4.46,5,15.62282611
DEF,10,1050,Castanopsis_acuminatissima,Fagaceae,1.59,3,1.985565097
DEF,12,1840,Colona_flagrocarpa,Malvaceae,16.88,16,223.7869544
DEF,11,1452,Artocarpus_gomezianus,Moraceae,6.37,7,31.86902274
DEF,10,1346,Garcinia_merguensis,Clusiaceae,0.96,2,0.723822947
MDF,17,940,Croton_roxburghii,Euphorbiaceae,5.73,5,25.78689936
DEF,12,1866,Adinandra_integerrima,Pentaphylaceae,2.55,3,5.107051557
DEF,7,268,Rothmannia_sootepensis,Rubiaceae,3.82,3,11.46084416
DDF,4,2331,Phyllanthus_emblica,Phyllanthaceae,2.87,4,6.469246132
DDF,3,1726,Tristaniopsis_burmanica,Myrtaceae,2.55,4,5.107051557
DDF,3,1545,Tristaniopsis_burmanica,Myrtaceae,3.82,5,11.46084416
DDF,4,2453,Shorea_obtusa,Dipterocarpaceae ,14.01,14,154.1580301
DEF,12,2308,Elaeocarpus_sphaericus,Elaeocarpaceae,3.82,6,11.46084416
MDF,15,543,Lagerstroemia_duperreana,Lythraceae,2.55,3.5,5.107051557
DDF,5,2579,Quercus_kerrii,Fagaceae,11.78,5,108.9884465
DEF,11,1448,Castanopsis_calathiformis,Fagaceae,1.59,3.5,1.985565097
DEF,12,1930,Engelhardia_serrata,Juglandaceae,2.55,3,5.107051557
DDF,2,1155,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,2,7.942260388
DDF,5,2940,Quercus_brandisiana,Fagaceae,6.05,6,28.74753628
DDF,4,2300,Bridelia_retusa,Euphorbiaceae,4.14,2.5,13.46141036
DDF,3,1428,Quercus_kerrii,Fagaceae,5.73,8,25.78689936
DDF,5,2720,Wendlandia_tinctoria,Rubiaceae,6.05,5,28.74753628
DEF,7,363,Ixora_cibdela,Rubiaceae,0.96,2,0.723822947
MDF,14,388,Millettia_kangensis,Fabaceae,1.91,2,2.86521104
DEF,8,503,Aporosa_octandra,Phyllanthaceae,0.96,2,0.723822947
DDF,2,733,Tristaniopsis_burmanica,Myrtaceae,2.55,4,5.107051557
DEF,10,1007,Castanopsis_acuminatissima,Fagaceae,2.23,4,3.905706527
DDF,4,2192,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,1.5,11.46084416
DEF,11,1677,Castanopsis_argentea,Fagaceae,0.96,2.5,0.723822947
DEF,11,1788,Litsea_sp.4,Lauraceae,1.27,3,1.266768698
MDF,14,367,Lagerstroemia_duperreana,Lythraceae,1.27,2,1.266768698
DDF,2,1157,Tristaniopsis_burmanica,Myrtaceae,2.23,2.5,3.905706527
DDF,3,1474,Shorea_obtusa,Dipterocarpaceae ,9.87,8,76.51105434
DDF,3,1264,Tristaniopsis_burmanica,Myrtaceae,4.78,6,17.9450914
DDF,4,2447,Quercus_kerrii,Fagaceae,5.1,3,20.42820623
DDF,2,720,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.46,4,15.62282611
DEF,12,1851,Garcinia_merguensis,Clusiaceae,2.23,3,3.905706527
DDF,5,2657,Aporosa_villosa,Phyllanthaceae,5.41,4,22.98711199
DDF,5,2875,Wendlandia_tinctoria,Rubiaceae,1.27,2.5,1.266768698
MDF,16,766,Quercus_kingiana,Fagaceae,22.29,15,390.2204436
DDF,3,1746,Ixora_cibdela,Rubiaceae,1.91,4,2.86521104
DEF,12,1971,Quercus_helferiana,Fagaceae,1.91,2.5,2.86521104
DEF,11,1826,Glochidion_sphaerogynum,Phyllanthaceae,3.18,3,7.942260388
MDF,13,145,Terminalia_mucronata,Combretaceae,20.7,16,336.535259
MDF,14,254,Lagerstroemia_loudonii,Lythraceae,18.47,18,267.9314363
DDF,6,3368,Lithocarpus_polystachyus,Fagaceae,2.23,3,3.905706527
DDF,1,435,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,2.5,13.46141036
DEF,12,2020,Rothmannia_sootepensis,Rubiaceae,1.91,3.5,2.86521104
DDF,5,2676,Aporosa_villosa,Phyllanthaceae,3.82,4,11.46084416
DEF,7,262,Litsea_salicifolia,Lauraceae,1.27,2,1.266768698
DDF,1,458,Catunaregam_spathulifolia,Rubiaceae,1.59,2,1.985565097
DEF,7,22,Lithocarpus_fenestus,Fagaceae,1.27,2.5,1.266768698
DEF,9,755,Schima_wallichii,Theaceae,46.82,17,1721.681053
DDF,3,1466,Lithocarpus_polystachyus,Fagaceae,18.15,9,258.7278265
DDF,1,175,Dipterocarpus_tuberculatus,Dipterocarpaceae ,7.96,7,49.76408427
DDF,1,132,Dipterocarpus_tuberculatus,Dipterocarpaceae ,7.01,5,38.59454429
DDF,4,2304,Shorea_siamensis,Dipterocarpaceae ,4.14,3,13.46141036
DDF,4,2381,Shorea_siamensis,Dipterocarpaceae ,7.96,7,49.76408427
DEF,12,1934,Garcinia_merguensis,Clusiaceae,4.14,4,13.46141036
DDF,1,227,Shorea_siamensis,Dipterocarpaceae ,11.15,11,97.64266317
DDF,1,334,Garcinia_cowa,Clusiaceae,3.5,2.5,9.621127502
DDF,6,3360,Pavetta_tomentosa,Rubiaceae,1.27,2,1.266768698
DEF,10,1287,Eriobotrya_bengalensis,Rosaceae,1.27,3,1.266768698
MDF,16,578,Antidesma_acidum,Phyllanthaceae,3.5,3.5,9.621127502
DDF,2,976,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,1.5,7.942260388
DDF,2,786,Tristaniopsis_burmanica,Myrtaceae,2.87,4,6.469246132
DDF,3,1588,Tristaniopsis_burmanica,Myrtaceae,4.14,4.5,13.46141036
DDF,5,2594,Tristaniopsis_burmanica,Myrtaceae,1.43,2,1.606060704
MDF,16,755,Aporosa_villosa,Phyllanthaceae,5.1,4,20.42820623
DDF,3,1386,Shorea_obtusa,Dipterocarpaceae ,6.37,3,31.86902274
DEF,11,1794,Olea_salicifolia,Oleaceae,4.78,5,17.9450914
DDF,5,2717,Craibiodendron_stellatum,Ericaceae,3.5,3.5,9.621127502
DDF,2,777,Tristaniopsis_burmanica,Myrtaceae,2.55,4,5.107051557
DDF,2,1209,Garcinia_cowa,Clusiaceae,2.55,2,5.107051557
DDF,6,3409,Wendlandia_tinctoria,Rubiaceae,1.91,4.5,2.86521104
DDF,2,529,Dipterocarpus_obtusifolius,Dipterocarpaceae ,10.83,8,92.11848665
DDF,3,1553,Aporosa_villosa,Phyllanthaceae,2.23,2.5,3.905706527
DDF,3,1548,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.14,2,13.46141036
DEF,12,1933,Dipterocarpus_turbinatus,Dipterocarpaceae ,1.91,3,2.86521104
DEF,12,1910,Rothmannia_sootepensis,Rubiaceae,2.87,4,6.469246132
DDF,3,1587,Tristaniopsis_burmanica,Myrtaceae,1.27,5,1.266768698
DDF,2,1089,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,2.5,9.621127502
DDF,2,874,Dipterocarpus_obtusifolius,Dipterocarpaceae ,3.82,3,11.46084416
DDF,6,3339,Quercus_brandisiana,Fagaceae,51.59,20,2090.359282
DDF,4,2388,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,2,9.621127502
DDF,5,2715,Craibiodendron_stellatum,Ericaceae,1.27,2,1.266768698
DEF,7,350,Toona_ciliata,Meliaceae,14.65,20,168.5641173
DDF,6,3097,Pavetta_tomentosa,Rubiaceae,7.64,6,45.84337664
DDF,6,3074,Craibiodendron_stellatum,Ericaceae,15.92,8,199.0563371
DEF,10,1254,Castanopsis_argentea,Fagaceae,0.96,2,0.723822947
DDF,4,2458,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.82,2.5,11.46084416
DDF,4,2254,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.5,2,9.621127502
DDF,1,133,Shorea_siamensis,Dipterocarpaceae ,16.24,12,207.1390267
DEF,7,63,Phoebe_paniculata,Lauraceae,0.96,2,0.723822947
DEF,10,1297,Ostodes_paniculata,Euphorbiaceae,2.87,5,6.469246132
DEF,11,1744,Siphonodon_celastrineus,Celastraceae,1.59,3,1.985565097
DEF,12,1872,Garcinia_merguensis,Clusiaceae,2.87,4,6.469246132
MDF,16,624,Antidesma_acidum,Phyllanthaceae,3.18,4,7.942260388
DDF,2,999,Tristaniopsis_burmanica,Myrtaceae,1.91,3,2.86521104
DDF,2,799,Dipterocarpus_tuberculatus,Dipterocarpaceae ,4.46,2.5,15.62282611
DEF,12,2098,Elaeocarpus_sphaericus,Elaeocarpaceae,0.96,3,0.723822947
DEF,10,1226,Eriobotrya_bengalensis,Rosaceae,0.64,3,0.321699088
DDF,6,3104,Shorea_obtusa,Dipterocarpaceae ,3.5,2,9.621127502
DDF,4,1977,Dipterocarpus_tuberculatus,Dipterocarpaceae ,3.18,2,7.942260388
DDF,1,332,Catunaregam_spathulifolia,Rubiaceae,3.5,3.5,9.621127502
DEF,7,161,Ixora_cibdela,Rubiaceae,1.59,3,1.985565097
DEF,12,2070,Lithocarpus_fenestus,Fagaceae,13.69,10,147.1962607
DDF,6,3272,Vaccinium_sprengelii,Ericaceae,1.59,3,1.985565097
DEF,12,2128,Tarennoidea_wallichii,Rubiaceae,5.25,6,21.64753688
DEF,8,502,Adenanthera_pavonina,Fabaceae,28.03,15,617.0723359
DEF,10,1070,Rothmannia_sootepensis,Rubiaceae,0.96,2.5,0.723822947
DEF,7,225,Rothmannia_sootepensis,Rubiaceae,2.07,4,3.36535259
DEF,11,1770,Cananga_odorata,Annonaceae,0.96,1.8,0.723822947
MDF,13,122,Lagerstroemia_loudonii,Lythraceae,16.56,15,215.3825658
DEF,12,2125,Rothmannia_sootepensis,Rubiaceae,3.5,4,9.621127502
DEF,11,1453,Baccaurea_ramiflora,Phyllanthaceae,7.32,6,42.08351855
DEF,12,2002,Castanopsis_acuminatissima,Fagaceae,4.78,7,17.9450914
DDF,1,268,Tristaniopsis_burmanica,Myrtaceae,3.82,2,11.46084416
DEF,12,1937,Lithocarpus_polystachyus,Fagaceae,15.61,8,191.3796198
DDF,4,1931,Dillenia_obovata,Dilleniaceae,0.64,2,0.321699088
MDF,14,289,Lagerstroemia_undulata,Lythraceae,14.97,18,176.0084353
DEF,12,1869,Olea_salicifolia,Oleaceae,7.96,7,49.76408427
DEF,9,762,Ixora_cibdela,Rubiaceae,2.55,2.5,5.107051557
DEF,7,169,Lithocarpus_fenestus,Fagaceae,8.92,13,62.49130443
DEF,12,1948,Garcinia_merguensis,Clusiaceae,1.59,2,1.985565097
DDF,6,3399,Rapanea_yunnanensis,Primulaceae,0.64,2,0.321699088
DEF,9,737,Sterculia_pexa,Malvaceae,3.82,5,11.46084416
DEF,12,2121,Tarennoidea_wallichii,Rubiaceae,2.39,2.5,4.486272849
DDF,1,173,Dipterocarpus_obtusifolius,Dipterocarpaceae ,6.37,6,31.86902274
DDF,5,2651,Wendlandia_tinctoria,Rubiaceae,12.1,7,114.9901451
DEF,8,586,Syzygium_albiflorum,Myrtaceae,2.55,3,5.107051557
DEF,12,2215,Rothmannia_sootepensis,Rubiaceae,2.23,4.5,3.905706527
DEF,9,868,Dipterocarpus_turbinatus,Dipterocarpaceae ,108.92,30,9317.623262
DDF,5,2563,Aporosa_villosa,Phyllanthaceae,1.91,3,2.86521104
MDF,14,293,Lagerstroemia_duperreana,Lythraceae,18.15,17,258.7278265
DEF,10,938,Psychotria_sp.,Rubiaceae,2.23,4,3.905706527
DDF,2,1005,Craibiodendron_stellatum,Ericaceae,2.23,2,3.905706527
DEF,8,609,Adenanthera_pavonina,Fabaceae,1.91,4,2.86521104
DEF,9,897,Ixora_cibdela,Rubiaceae,1.27,2,1.266768698
DEF,11,1760,Syzygium_albiflorum,Myrtaceae,1.75,3.5,2.405281875
